"model","manufacturer","resolution_x","resolution_y","pixel_size_um","sensor_format","color_mode","shutter_type","max_fps","interface","bandwidth_mbps","bit_depth","dynamic_range_db","lens_mount"
"MV-CA050-10GM","Hikrobot","2448","2048","3.45","2/3""","","Global","24.1","GigE","120","12","72","C"
"MV-CA050-12GC","Hikrobot","2448","2048","3.45","2/3""","","Global","24.1","GigE","120","12","72","C"
"MV-CA050-12UC","Hikrobot","2448","2048","3.45","2/3""","","Global","60","USB3","380","12","72","C"
"MV-CA050-12UM","Hikrobot","2448","2048","3.45","2/3""","","Global","47","USB3","380","12","72","C"
"MV-CA050-20GM","Hikrobot","2592","2048","4.8","1""","","Global","22","GigE","120","12","57.5","C"
"MV-CA050-20UM","Hikrobot","2592","2048","4.8","1""","","Global","71.8","USB3","380","12","57.5","C"
"MV-CA060-11GM","Hikrobot","3072","2048","2.4","1/1.8""","","Rolling","17","GigE","120","12","71.3","C"
"MV-CB004-10GC-S","Hikrobot","720","540","6.9","1/2.9""","Color","Global","125.2","GigE","120","12","74","M12"
"MV-CB004-10GM-S","Hikrobot","720","540","6.9","1/2.9""","Mono","Global","125.2","GigE","120","12","74","M12"
"MV-CB013-A0UC-C","Hikrobot","1280","1024","4.8","1/2""","Color","Global","201","USB3","380","12","53","C"
"MV-CB013-A0UC-S","Hikrobot","1280","1024","4.8","1/2""","Color","Global","201","USB3","380","12","53","M12"
"MV-CB013-A0UM-B","Hikrobot","1280","1024","4.8","1/2""","Mono","Global","201","USB3","380","12","53","None"
"MV-CB013-A0UM-C","Hikrobot","1280","1024","4.8","1/2""","Mono","Global","201","USB3","380","12","53","C"
"MV-CB013-A0UM-S","Hikrobot","1280","1024","4.8","1/2""","Mono","Global","201","USB3","380","12","53","M12"
"MV-CB016-10GC-C","Hikrobot","1440","1080","3.45","1/2.9""","Color","Global","65.2","GigE","120","12","74","C"
"MV-CB016-10GM-S","Hikrobot","1440","1080","3.45","1/2.9""","Mono","Global","65.2","GigE","120","12","74","M12"
"MV-CB016-10UC-B","Hikrobot","1440","1080","3.45","1/2.9""","","Global","165.4","USB3","380","12","71.5","None"
"MV-CB016-10UC-C","Hikrobot","1440","1080","3.45","1/2.9""","","Global","165.4","USB3","380","12","71.5","C"
"MV-CB016-10UC-S","Hikrobot","1440","1080","3.45","1/2.9""","","Global","165.4","USB3","380","12","71.5","M12"
"MV-CB016-10UM-B","Hikrobot","1440","1080","3.45","1/2.9""","","Global","165.4","USB3","380","12","71.5","None"
"MV-CB016-10UM-C","Hikrobot","1440","1080","3.45","1/2.9""","","Global","165.4","USB3","380","12","71.5","C"
"MV-CB016-10UM-S","Hikrobot","1440","1080","3.45","1/2.9""","","Global","165.4","USB3","380","12","71.5","M12"
"MV-CB020-60UC-B","Hikrobot","1624","1240","3.45","1/2.53""","Color","Global","179.9","USB3","380","12","68.6","None"
"MV-CB020-60UC-C","Hikrobot","1624","1240","3.45","1/2.53""","Color","Global","179.9","USB3","380","12","68.6","C"
"MV-CB020-60UC-S","Hikrobot","1624","1240","3.45","1/2.53""","Color","Global","179.9","USB3","380","12","68.6","M12"
"MV-CB020-60UM-B","Hikrobot","1624","1240","3.45","1/2.53""","Mono","Global","179.9","USB3","380","12","68.6","None"
"MV-CB020-60UM-C","Hikrobot","1624","1240","3.45","1/2.53""","Mono","Global","179.9","USB3","380","12","68.6","C"
"MV-CB020-60UM-S","Hikrobot","1624","1240","3.45","1/2.53""","Mono","Global","179.9","USB3","380","12","68.6","M12"
"MV-CB020-61UM-B-F","Hikrobot","1624","1240","4.5","1/1.7""","Mono","Global","99","USB3","380","12","73.9","none"
"MV-CB020-61UM-C-F","Hikrobot","1624","1240","4.5","1/1.7""","Mono","Global","99","USB3","380","12","73.9","C"
"MV-CB020-61UM-S-F","Hikrobot","1624","1240","4.5","1/1.7""","Mono","Global","99","USB3","380","12","73.9","M12"
"MV-CB050-11UC-C","Hikrobot","2448","2048","3.45","2/3""","","Global","60","USB3","380","12","72","C"
"MV-CB050-60UC-C-F","Hikrobot","2448","2048","3.45","2/3""","Color","Global","80","USB3","380","12","73.9","C"
"MV-CB050-60UM-C-F","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","80","USB3","380","12","73.9","C"
"MV-CB060-10GC-S","Hikrobot","3072","2048","2.4","1/1.8""","Color","Rolling","19.1","GigE","120","12","71.3","M12"
"MV-CB060-10GM-S","Hikrobot","3072","2048","2.4","1/1.8""","Mono","Rolling","19.1","GigE","120","12","71.3","M12"
"MV-CB060-10UC-B","Hikrobot","3072","2048","2.4","1/1.8""","Color","Rolling","60.9","USB3","380","12","66","None"
"MV-CB060-10UC-C","Hikrobot","3072","2048","2.4","1/1.8""","Color","Rolling","60.9","USB3","380","12","66","C"
"MV-CB060-10UC-S","Hikrobot","3072","2048","2.4","1/1.8""","Color","Rolling","60.9","USB3","380","12","66","M12"
"MV-CB060-10UM-B","Hikrobot","3072","2048","2.4","1/1.8""","Mono","Rolling","60.9","USB3","380","12","66","None"
"MV-CB060-10UM-C","Hikrobot","3072","2048","2.4","1/1.8""","Mono","Rolling","60.9","USB3","380","12","66","C"
"MV-CB060-10UM-S","Hikrobot","3072","2048","2.4","1/1.8""","Mono","Rolling","60.9","USB3","380","12","66","M12"
"MV-CB120-10GM-C","Hikrobot","4024","3036","1.85","1/1.7""","Mono","Rolling","9.7","GigE","120","12","70.5","C"
"MV-CB120-10GM-S","Hikrobot","4024","3036","1.85","1/1.7""","Mono","Rolling","9.7","GigE","120","12","70.5","C"
"MV-CB120-10UC-B V4","Hikrobot","4032","3036","1.85","1/1.7""","Color","Rolling","30","USB3","380","12","64.6","None"
"MV-CB120-10UC-C V4","Hikrobot","4032","3036","1.85","1/1.7""","Color","Rolling","30","USB3","380","12","64.6","C"
"MV-CB120-10UC-S V4","Hikrobot","4032","3036","1.85","1/1.7""","Color","Rolling","30","USB3","380","12","64.6","M12"
"MV-CB120-10UM-B V4","Hikrobot","4032","3036","1.85","1/1.7""","Mono","Rolling","30","USB3","380","12","64.6","None"
"MV-CB120-10UM-C V4","Hikrobot","4032","3036","1.85","1/1.7""","Mono","Rolling","30","USB3","380","12","64.6","C"
"MV-CB120-10UM-S V4","Hikrobot","4032","3036","1.85","1/1.7""","Mono","Rolling","30","USB3","380","12","64.6","M12"
"MV-CE013-80GC","Hikrobot","1280","1024","4","1/2.7""","","Global","89.9","GigE","120","12","60","C"
"MV-CE013-80GM","Hikrobot","1280","1024","4","1/2.7""","","Global","89.9","GigE","120","12","60","C"
"MV-CE013-80UM","Hikrobot","1280","1024","4","1/2.7""","","Global","148","USB3","380","12","60","C"
"MV-CE020-10GC","Hikrobot","1920","1080","2.9","1/2.8""","","Rolling","58","GigE","120","12","74","C"
"MV-CE050-30UC","Hikrobot","2592","1944","2.2","1/2.5""","","Rolling","44.7","USB3","380","12","60","C"
"MV-CE050-31GC","Hikrobot","2592","1944","2.2","1/2.5""","","Rolling","24","GigE","120","12","63","C"
"MV-CE060-10UC","Hikrobot","3072","2048","2.4","1/1.8""","","Rolling","42.7","USB3","380","12","71.3","C"
"MV-CE060-10UM","Hikrobot","3072","2048","2.4","1/1.8""","","Rolling","42.7","USB3","380","12","71.3","C"
"MV-CE100-30GC","Hikrobot","3840","2748","1.67","1/2.3""","","Rolling","7","GigE","120","12","65","C"
"MV-CE120-10GC","Hikrobot","4024","3036","1.85","1/1.7""","","Rolling","9.6","GigE","120","12","70.5","C"
"MV-CE120-10GM","Hikrobot","4024","3036","1.85","1/1.7""","","Rolling","9.6","GigE","120","12","70.5","C"
"MV-CE120-10UC","Hikrobot","4000","3036","1.85","1/1.7""","","Rolling","31.9","USB3","380","12","70.5","C"
"MV-CE120-10UM","Hikrobot","4000","3036","1.85","1/1.7""","","Rolling","31.9","USB3","380","12","70.5","C"
"MV-CE200-10GM","Hikrobot","5472","3648","2.4","1""","","Rolling","5.9","GigE","120","12","65.5","C"
"MV-CE200-10UM","Hikrobot","5472","3648","2.4","1""","","Rolling","19.2","USB3","380","12","65.5","C"
"MV-CE200-11UM","Hikrobot","5472","3648","2.4","1""","","Rolling","19.2","USB3","380","12","65.5","C"
"MV-CH040-A0CM","Hikrobot","2048","2048","5.5","1""","Mono","Global","180","CameraLink","680","12","59.7","C"
"MV-CH050-10CC","Hikrobot","2432","2048","3.45","2/3""","Color","Global","140","CameraLink","680","12","75.4","C"
"MV-CH050-10CM","Hikrobot","2432","2048","3.45","2/3""","Mono","Global","140","CameraLink","680","12","75.4","C"
"MV-CH050-10UC","Hikrobot","2448","2048","3.45","2/3""","Color","Global","74.1","USB3","380","12","71","C"
"MV-CH050-10UM","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","74.1","USB3","380","12","71","C"
"MV-CH050-60NC","Hikrobot","2448","2048","3.45","2/3""","","Global","60","GigE","120","12","69.6","C"
"MV-CH050-60NM","Hikrobot","2448","2048","3.45","2/3""","","Global","60","GigE","120","12","69.6","C"
"MV-CH050-60UC","Hikrobot","2448","2048","3.45","2/3""","Color","Global","79","USB3","380","12","73.9","C"
"MV-CH050-60UM","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","79","USB3","380","12","73.9","C"
"MV-CH050-90TC-C-NF","Hikrobot","2448","2048","3.4","2/3""","Color","Global","163.4","GigE","120","12","66.1","C"
"MV-CH050-90TM-C-NF","Hikrobot","2448","2048","3.4","2/3""","Mono","Global","163.4","GigE","120","12","64.6","C"
"MV-CH050-90XC-C-NN","Hikrobot","2592","2160","2.5","1/2""","Color","Global","213","CoaXPress","1200","12","63.8","C"
"MV-CH050-90XM-C-NN","Hikrobot","2592","2160","2.5","1/2""","Mono","Global","213","CoaXPress","1200","12","63.8","C"
"MV-CH050-90Y1C-NN","Hikrobot","2448","2048","3.4","2/3""","Color","Global","164","CoaXPress","1200","12","59.3","C"
"MV-CH050-90Y1M-NN","Hikrobot","2448","2048","3.4","2/3""","Mono","Global","164","CoaXPress","1200","12","59.7","C"
"MV-CH089-10GC","Hikrobot","4096","2160","3.45","1""","Color","Global","13.7","GigE","120","12","70.8","C"
"MV-CH089-10GM","Hikrobot","4096","2160","3.45","1""","Mono","Global","13.7","GigE","120","12","70.8","C"
"MV-CH089-10UC","Hikrobot","4096","2160","3.45","1""","","Global","32","USB3","380","12","72.5","C"
"MV-CH089-10UM","Hikrobot","4096","2160","3.45","1""","","Global","32","USB3","380","12","72.5","C"
"MV-CH089-60GC V5","Hikrobot","4096","2160","3.45","1""","","Global","13.9","GigE","120","12","67.2","C"
"MV-CH089-60GM V5","Hikrobot","4096","2160","3.45","1""","","Global","13.9","GigE","120","12","67.2","C"
"MV-CH100-60GC","Hikrobot","4096","2460","3.45","1""","Color","Global","11.6","GigE","120","12","58.2","C"
"MV-CH100-60GM","Hikrobot","4096","2460","3.45","1""","Mono","Global","11.6","GigE","120","12","58.2","C"
"MV-CH100-60UC","Hikrobot","4096","2460","3.45","1""","Color","Global","36","USB3","380","12","58.2","C"
"MV-CH100-60UM","Hikrobot","4096","2460","3.45","1""","Mono","Global","36","USB3","380","12","58.2","C"
"MV-CH1010-10CM-M72-NF","Hikrobot","11648","8740","3.76","55 mm","Mono","Rolling","8.1","CameraLink","680","12","78","M72*0.75, flange back length 19.55 mm"
"MV-CH1010-10CM-M72-TF","Hikrobot","11648","8740","3.76","55 mm","Mono","Rolling","8.1","CameraLink","680","12","78","M72*0.75, flange back length 19.55 mm"
"MV-CH1030-90TC-M58S-NN","Hikrobot","11264","9200","3.2","46.6 mm","Color","Global","11","GigE","120","12","64.86","M58"
"MV-CH1030-90TM-M58S-NN","Hikrobot","11264","9200","3.2","46.6 mm","Mono","Global","11","GigE","120","12","64.86","M58"
"MV-CH120-10CC","Hikrobot","4096","3000","3.45","1.1""","Color","Global","51.4","CameraLink","680","12","71.6","C"
"MV-CH120-10CM","Hikrobot","4096","3000","3.45","1.1""","Mono","Global","50.9","CameraLink","680","12","71.6","C"
"MV-CH120-10GC","Hikrobot","4096","3000","3.45","1.1""","","Global","9.9","GigE","120","12","70.4","C"
"MV-CH120-10GC(EoL)","Hikrobot","4096","3000","3.45","1.1""","","Global","9.4","GigE","120","12","72.2","C"
"MV-CH120-10GM","Hikrobot","4096","3000","3.45","1.1""","","Global","9.9","GigE","120","12","70.4","C"
"MV-CH120-10GM(EoL)","Hikrobot","4096","3000","3.45","1.1""","","Global","9.4","GigE","120","12","72.2","C"
"MV-CH120-10UC","Hikrobot","4096","3000","3.45","1.1â","Color","Global","30.5","USB3","380","12","72.2","C"
"MV-CH120-10UC(EoL)","Hikrobot","4096","3000","3.45","1.1""","","Global","23.1","USB3","380","12","72.2","C"
"MV-CH120-10UM","Hikrobot","4096","3000","3.45","1.1â","Mono","Global","30.5","USB3","380","12","72.2","C"
"MV-CH120-10UM(EoL)","Hikrobot","4096","3000","3.45","1.1""","","Global","23.1","USB3","380","12","72.2","C"
"MV-CH120-10UM(TK)","Hikrobot","4096","3000","3.45","1.1â","Mono","Global","23.1","USB3","380","12","72.2","C"
"MV-CH120-11UC","Hikrobot","4096","3000","3.45","1.1""","Color","Global","30.3","USB3","380","12","72.2","C"
"MV-CH120-11UM","Hikrobot","4096","3000","3.45","1.1""","Mono","Global","30.3","USB3","380","12","72.2","C"
"MV-CH120-15TC-M58S-NF","Hikrobot","4096","3000","3.45","1.1""","Color","Global","68.3","GigE","120","12","71.6","M58"
"MV-CH120-15TM-M58S-NF","Hikrobot","4096","3000","3.45","1.1""","Mono","Global","68.3","GigE","120","12","71.6","M58"
"MV-CH120-20GC","Hikrobot","4096","3072","3.2","1""","Color","Global","9.6","GigE","120","12","66.4","C"
"MV-CH120-20GM","Hikrobot","4096","3072","3.2","1""","Mono","Global","9.6","GigE","120","12","66.4","C"
"MV-CH120-20UC","Hikrobot","4096","3072","3.2","1â","Color","Global","28","USB3","380","12","68","C"
"MV-CH120-20UM","Hikrobot","4096","3072","3.2","1â","Mono","Global","28","USB3","380","12","68","C"
"MV-CH120-40XM-M58S-NN","Hikrobot","4096","3072","5.5","22.5 mm Ã 16.9 mm","","Global","188","CoaXPress","1200","12","55.2","M58"
"MV-CH120-60GC","Hikrobot","4096","3000","3.45","1.1""","Color","Global","9.5","GigE","120","12","67.2","C"
"MV-CH120-60GC V5","Hikrobot","4096","3000","3.45","1.1""","Color","Global","10","GigE","120","12","67.2","C"
"MV-CH120-60GM","Hikrobot","4096","3000","3.45","1.1""","Mono","Global","9.5","GigE","120","12","67.2","C"
"MV-CH120-60GM V5","Hikrobot","4096","3000","3.45","1.1""","Mono","Global","10","GigE","120","12","67.2","C"
"MV-CH120-60TC-C-NF","Hikrobot","4096","3072","3.45","1.1""","Color","Global","80","GigE","120","12","54.4","C"
"MV-CH120-60TM-C-NF","Hikrobot","4096","3072","3.45","1.1""","Mono","Global","80","GigE","120","12","54.4","C"
"MV-CH120-60UC","Hikrobot","4096","3000","3.45","1.1""","Color","Global","30.7","USB3","380","12","67.5","C"
"MV-CH120-60UC V5","Hikrobot","4096","3000","3.45","1.1""","Color","Global","31.3","USB3","380","12","67.2","C"
"MV-CH120-60UM","Hikrobot","4096","3000","3.45","1.1""","Mono","Global","30.7","USB3","380","12","67.5","C"
"MV-CH120-60UM V5","Hikrobot","4096","3000","3.45","1.1""","Mono","Global","31.3","USB3","380","12","67.2","C"
"MV-CH120-60VC","Hikrobot","4096","3000","3.45","1.1""","","Global","60.2","USB3","380","12","75.7","C"
"MV-CH120-60VM","Hikrobot","4096","3000","3.45","1.1""","","Global","60.2","USB3","380","12","75.7","C"
"MV-CH120-90TM-C-NF","Hikrobot","4096","3072","3.4","1.1""","Mono","Global","94","GigE","120","12","60.1","C"
"MV-CH120-90X2C-C-NN","Hikrobot","4096","3072","3.4","1.1""","Color","Global","95","CoaXPress","1200","12","59.6","C"
"MV-CH120-90X2M-C-NN","Hikrobot","4096","3072","3.4","1.1""","Mono","Global","95","CoaXPress","1200","12","59.6","C"
"MV-CH120-90Y1C-NH","Hikrobot","4096","3072","3.4","1.1""","Color","Global","93.9","CoaXPress","1200","12","59.7","C"
"MV-CH120-90Y1C-NN","Hikrobot","4096","3072","3.4","1.1""","Color","Global","93.9","CoaXPress","1200","12","59.7","C"
"MV-CH120-90Y1M-NH","Hikrobot","4096","3072","3.4","1.1""","Mono","Global","93.9","CoaXPress","1200","12","59.7","C"
"MV-CH120-90Y1M-NN","Hikrobot","4096","3072","3.4","1.1""","Mono","Global","93.9","CoaXPress","1200","12","59.7","C"
"MV-CH120-90Y2C-C-NN","Hikrobot","4096","3008","3.4","1.1""","Color","Global","149","CoaXPress","1200","12","59.7","C"
"MV-CH120-90Y2M-C-NN","Hikrobot","4096","3008","3.4","1.1""","Mono","Global","149","CoaXPress","1200","12","59.8","C"
"MV-CH123-10UC","Hikrobot","4096","3000","2.74","1/1.1""","Color","Global","31.5","USB3","380","12","69.4","C"
"MV-CH123-10UM","Hikrobot","4096","3000","2.74","1/1.1""","Mono","Global","31.5","USB3","380","12","69.4","C"
"MV-CH140-60GC","Hikrobot","4708","2824","3","1""","Color","Global","9","GigE","120","12","56.9","C"
"MV-CH140-60GM","Hikrobot","4708","2824","3","1""","Mono","Global","9","GigE","120","12","56.9","C"
"MV-CH140-60UM","Hikrobot","4708","2824","3","1""","Mono","Global","27","USB3","380","12","56.9","C"
"MV-CH140-90XM-M58S-NN","Hikrobot","4608","3072","5.5","25.34 mm Ã 16.9 mm","Mono","Global","169","CoaXPress","1200","12","75","M58"
"MV-CH140-90YC-M58S-NF","Hikrobot","4608","3072","5.5","25.34 mm Ã 16.9 mm","Color","Global","339","CoaXPress","1200","12","75","M58"
"MV-CH140-90YM-M58S-NF","Hikrobot","4608","3072","5.5","25.34 mm Ã 16.9 mm","Mono","Global","339","CoaXPress","1200","12","75","M58"
"MV-CH1510-10FM-M72-TF","Hikrobot","14208","10640","3.76","66.7 mm","Mono","Rolling","6.2","GigE","120","12","78.8","M72*0.75, flange back length 19.55 mm"
"MV-CH1510-10XC-M72-NF","Hikrobot","14208","10640","3.76","66.7 mm","Color","Rolling","6.2","CoaXPress","1200","12","78.7","M72*0.75, flange back length 19.55 mm"
"MV-CH1510-10XC-M72-TF V2","Hikrobot","14192","10640","3.76","66.7 mm","Color","Rolling","6.2","CoaXPress","1200","12","78.8","M72*0.75, flange back length 19.55 mm"
"MV-CH1510-10XM-M72-NF","Hikrobot","14208","10640","3.76","66.7 mm","Mono","Rolling","6.2","CoaXPress","1200","12","78.7","M72*0.75, flange back length 19.55 mm"
"MV-CH1510-10XM-M72-TF V2","Hikrobot","14192","10640","3.76","66.7 mm","Mono","Rolling","6.2","CoaXPress","1200","12","78.8","M72*0.75, flange back length 19.55 mm"
"MV-CH1510-11XC-M72-TF","Hikrobot","14208","10640","3.76","66.7 mm","Color","Rolling","6.2","CoaXPress","1200","12","78.7","M72*0.75, flange back length 19.55 mm"
"MV-CH1510-11XM-M72-TF","Hikrobot","14208","10640","3.76","66.7 mm","Mono","Rolling","6.2","CoaXPress","1200","12","78.7","M72*0.75, flange back length 19.55 mm"
"MV-CH160-60GM","Hikrobot","4000","4000","3.2","1.1""","Mono","Global","7.25","GigE","120","12","65","C"
"MV-CH210-90Q2M-M58S-NF","Hikrobot","5120","4096","4.5","23.04 mm Ã 18.43 mm","Mono","Global","541","QSFP+ Ã 2","1000","12","65","M58"
"MV-CH210-90YC-M58S-NN","Hikrobot","5120","4096","4.5","23.04 mm Ã 18.43 mm","Color","Global","222","CoaXPress","1200","12","65","M58"
"MV-CH210-90YM-M58S-NN","Hikrobot","5120","4096","4.5","23.04 mm Ã 18.43 mm","Mono","Global","222","CoaXPress","1200","12","65","M58"
"MV-CH240-10TM-C-NN","Hikrobot","5328","4600","2.74","1.2""","","Global","35.1","GigE","120","12","71","C"
"MV-CH2450-10YC-M72-TF","Hikrobot","19200","12800","2.81","64.84 mm","Color","Rolling","12.4","CoaXPress","1200","12","71.8","M72*0.75, flange back length 19.55 mm"
"MV-CH2450-10YM-M72-TF","Hikrobot","19200","12800","2.81","64.84 mm","Mono","Rolling","12.4","CoaXPress","1200","12","71.9","M72*0.75, flange back length 19.55 mm"
"MV-CH250-20CM-M58S-NN","Hikrobot","5120","5120","4.5","23 mm Ã 23 mm","","Global","31.3","CameraLink","680","12","59","M58"
"MV-CH250-20XM-M58S-NN","Hikrobot","5120","5120","4.5","23 mm Ã 23 mm","Mono","Global","80","CoaXPress","1200","12","58","M58"
"MV-CH250-25TC-M58S-NF","Hikrobot","5120","5120","4.5","23 mm Ã 23 mm","Color","Global","40","GigE","120","12","58","M58"
"MV-CH250-25TM-F-NF","Hikrobot","5120","5120","4.5","23 mm Ã 23 mm","Mono","Global","40","GigE","120","12","58","F"
"MV-CH250-25TM-M58S-NF","Hikrobot","5120","5120","4.5","23 mm Ã 23 mm","Mono","Global","40","GigE","120","12","58","M58"
"MV-CH250-60TM-M58S-NF","Hikrobot","5120","5120","4.5","23 mm Ã 23 mm","","Global","31.7","GigE","120","12","66","M58"
"MV-CH250-60UC","Hikrobot","5120","5120","2.5","12.6 mm Ã 12.6 mm","Color","Rolling","14.8","USB3","380","12","69.3","C"
"MV-CH250-60UM","Hikrobot","5120","5120","2.5","12.6 mm Ã 12.6 mm","Mono","Rolling","14.8","USB3","380","12","69.3","C"
"MV-CH250-90GC","Hikrobot","5120","5120","2.5","1.1""","Color","Global","4.5","GigE","120","12","63","C"
"MV-CH250-90GM","Hikrobot","5120","5120","2.5","1.1""","Mono","Global","4.5","GigE","120","12","63","C"
"MV-CH250-90GN","Hikrobot","5120","5120","2.5","1.1""","NIR","Global","4.5","GigE","120","12","63","C"
"MV-CH250-90TC-C-NF","Hikrobot","5120","5120","2.5","1.1""","Color","Global","41.5","GigE","120","12","63","C"
"MV-CH250-90TC-M58S-NF","Hikrobot","5120","5120","2.5","1.1""","Color","Global","41.5","GigE","120","12","63","M58"
"MV-CH250-90TM-C-NF","Hikrobot","5120","5120","2.5","1.1""","Mono","Global","41.5","GigE","120","12","63","C"
"MV-CH250-90TM-M58S-NF","Hikrobot","5120","5120","2.5","1.1""","Mono","Global","41.5","GigE","120","12","63","M58"
"MV-CH250-90UC V4","Hikrobot","5120","5120","2.5","1.1""","Color","Global","14","USB3","380","12","65","C"
"MV-CH250-90UM V4","Hikrobot","5120","5120","2.5","1.1""","Mono","Global","14","USB3","380","12","65","C"
"MV-CH250-90UN V4","Hikrobot","5120","5120","2.5","1.1""","Mono","Global","14","USB3","380","12","65","C"
"MV-CH250-90VC","Hikrobot","5120","5120","2.5","1.1""","Color","Global","30","USB3","380","12","65","C"
"MV-CH250-90VM","Hikrobot","5120","5120","2.5","1.1""","Mono","Global","30","USB3","380","12","65","C"
"MV-CH250-90XC-C-NN","Hikrobot","5120","5120","2.5","1.1""","Color","Global","41.5","CoaXPress","1200","12","65","C"
"MV-CH250-90XM-C-NN","Hikrobot","5120","5120","2.5","1.1""","Mono","Global","41.5","CoaXPress","1200","12","65","C"
"MV-CH250-90Y2M-C-NF","Hikrobot","5120","5120","2.5","1.1""","Mono","Global","85","CoaXPress","1200","12","60","C"
"MV-CH250-90YC-C-NN","Hikrobot","5120","5120","2.5","1.1""","","Global","150","CoaXPress","1200","12","63","C"
"MV-CH250-90YC-M58S-NN","Hikrobot","5120","5120","2.5","1.1""","","Global","150","CoaXPress","1200","12","63","M58"
"MV-CH250-90YM-C-NN","Hikrobot","5120","5120","2.5","1.1""","","Global","150","CoaXPress","1200","12","63","C"
"MV-CH250-90YM-M58S-NN","Hikrobot","5120","5120","2.5","1.1""","","Global","150","CoaXPress","1200","12","63","M58"
"MV-CH250-90YN-C-NN","Hikrobot","5120","5120","2.5","1.1""","","Global","150","CoaXPress","1200","12","63","C"
"MV-CH250-92TC-C-NF V2","Hikrobot","5120","5120","2.5","1.1""","Color","Global","41.5","GigE","120","12","63","C"
"MV-CH250-92TC-C-NF V2","Hikrobot","5120","5120","2.5","1.1""","Color","Global","41.5","GigE","120","12","63","C"
"MV-CH250-92TM-C-NF V2","Hikrobot","5120","5120","2.5","1.1""","Mono","Global","41.5","GigE","120","12","63","C"
"MV-CH310-10GC-F-NF","Hikrobot","6464","4852","3.45","22.3 mm Ã 16.7 mm","Color","Global","3.9","GigE","120","12","73","F"
"MV-CH310-10GC-M58S-NF","Hikrobot","6464","4852","3.45","22.3 mm Ã 16.7 mm","Color","Global","3.9","GigE","120","12","73","M58"
"MV-CH310-10GM-F-NF","Hikrobot","6464","4852","3.45","22.3 mm Ã 16.7 mm","Mono","Global","3.9","GigE","120","12","73","F"
"MV-CH310-10GM-M58S-NF","Hikrobot","6464","4852","3.45","22.3 mm Ã 16.7 mm","Mono","Global","3.9","GigE","120","12","73","M58"
"MV-CH310-10TC-M58S-NN","Hikrobot","6464","4852","3.45","22.3 mm Ã 16.7 mm","Color","Global","17.2","GigE","120","12","73","M58"
"MV-CH310-10TM-M58S-NN","Hikrobot","6464","4852","3.45","22.3 mm Ã 16.7 mm","Mono","Global","17.2","GigE","120","12","73","M58"
"MV-CH500-90TC-M58S-NF","Hikrobot","7008","7000","3.2","22.4 mm Ã 22.4 mm","Color","Global","15.5","GigE","120","12","66","M58"
"MV-CH500-90TM-F-NF","Hikrobot","7008","7000","3.2","22.4 mm Ã 22.4 mm","Mono","Global","15.5","GigE","120","12","66","F"
"MV-CH500-90TM-M58S-NF","Hikrobot","7008","7000","3.2","22.4 mm Ã 22.4 mm","Mono","Global","15.5","GigE","120","12","66","M58"
"MV-CH6040-10XM-M72-NF","Hikrobot","28416","21280","3.76","66.7 mm","Mono","Rolling","1.45","CoaXPress","1200","12","78.7","M72*0.75, back focal length 19.55 mm"
"MV-CH610-10TC-F-TF","Hikrobot","9568","6380","3.76","36 mm Ã 24 mm","Color","Rolling","17.9","GigE","120","12","75.3","F"
"MV-CH610-10TM-F-TF","Hikrobot","9568","6380","3.76","36 mm Ã 24 mm","Mono","Rolling","17.9","GigE","120","12","75.3","F"
"MV-CH650-90TC-F-NF","Hikrobot","9344","7000","3.2","29.9 mm Ã 22.4 mm","Color","Global","17.2","GigE","120","12","66","F"
"MV-CH650-90TC-M58S-NF","Hikrobot","9344","7000","3.2","29.9 mm Ã 22.4 mm","Color","Global","17.2","GigE","120","12","66","M58"
"MV-CH650-90TM-F-NF","Hikrobot","9344","7000","3.2","29.9 mm Ã 22.4 mm","Mono","Global","17.2","GigE","120","12","66","F"
"MV-CH650-90TM-M58S-NF","Hikrobot","9344","7000","3.2","29.9 mm Ã 22.4 mm","Mono","Global","17.2","GigE","120","12","66","M58"
"MV-CH650-90XC-M58S-NF","Hikrobot","9344","7000","3.2","29.9 mm Ã 22.4 mm","Color","Global","31.5","CoaXPress","1200","12","66","M58"
"MV-CH650-90XM-F-NF","Hikrobot","9344","7000","3.2","29.9 mm Ã 22.4 mm","Mono","Global","31.5","CoaXPress","1200","12","66","F"
"MV-CH650-90XM-M58S-NF","Hikrobot","9344","7000","3.2","29.9 mm Ã 22.4 mm","Mono","Global","31.5","CoaXPress","1200","12","66","M58"
"MV-CH650-90YC-F-NN","Hikrobot","9344","7000","3.2","29.9 mm Ã 22.4 mm","","Global","71","CoaXPress","1200","12","66","M58"
"MV-CH650-90YC-M58S-NN","Hikrobot","9344","7000","3.2","29.9 mm Ã 22.4 mm","","Global","71","CoaXPress","1200","12","66","M58"
"MV-CH650-90YM-M58S-NN","Hikrobot","9344","7000","3.2","29.9 mm Ã 22.4 mm","","Global","71","CoaXPress","1200","12","66","M58"
"MV-CH650-90YM-M58S-NN V2","Hikrobot","9344","7000","3.2","29.9 mm Ã 22.4 mm","","Global","71","CoaXPress","1200","12","66","M58"
"MV-CI003-GL-N15","Hikrobot","640","512","17","","","","50","GigE","120","12","0","M34*0.75"
